courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_389.0,score_394.0,score_400.0,score_402.0,score_404.0,score_415.0,score_419.0,score_420.0,score_428.0,score_446.0,score_450.0,score_467.0,score_471.0,score_473.0,score_490.0,score_495.0,score_496.0,score_518.0,score_637.0,score_641.0,score_N/A
20,13782,False,False,0.1107023875624653,0.5384615384615384,159.5,N/A,https://github.com/rolling-scopes-school/9c53f117-fd35-5fbe-86d3-99961d798c37-RSSPL2020Q1,56,100,0.0,0,3.5,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13619,False,False,0.10799555802332038,0.5336538461538461,155.6,N/A,https://github.com/rolling-scopes-school/2d97e834-dab3-520a-a706-44e319af8e6c-RSSPL2020Q1,52,100,3.5999999999999996,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13707,UNKNOWN,True,0.10740560799555803,0.5288461538461539,154.75,N/A,N/A,52,100,0.0,0,2.75,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12871,False,False,0.10480288728484176,0.5240384615384616,151.0,N/A,https://github.com/rolling-scopes-school/0ff3580c-7973-58a4-9a2b-f76d97c03da6-RSSPL2020Q1,51,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13714,False,False,0.09008883953359247,0.5192307692307693,129.8,N/A,https://github.com/rolling-scopes-school/be01bcd5-6aa9-5b6e-8e7e-9c56008637b7-RSSPL2020Q1,22,100,7.8,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13688,False,False,0.07981676846196557,0.5144230769230769,115.0,1049.0,https://github.com/rolling-scopes-school/8905beb6-a922-5259-8986-39b2d0468535-RSSPL2020Q1,60,50,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13670,False,False,0.07967795669072737,0.5096153846153846,114.8,N/A,https://github.com/rolling-scopes-school/9d410381-3d0e-5368-adc3-c9c6e1466737-RSSPL2020Q1,60,50,4.8,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13753,False,False,0.07634647418101055,0.5048076923076923,110.0,N/A,https://github.com/rolling-scopes-school/7ce6bae8-fa38-56e4-a3a4-2ba6713a69d7-RSSPL2020Q1,10,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13769,False,False,0.07426429761243754,0.5,107.0,N/A,https://github.com/rolling-scopes-school/a7bcbbd7-f277-5e90-915d-87509df8b10d-RSSPL2020Q1,57,50,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13498,False,False,0.06940588561910051,0.49038461538461536,100.0,N/A,N/A,0,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12849,False,False,0.06940588561910051,0.49038461538461536,100.0,N/A,N/A,0,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13763,False,False,0.06593559133814547,0.4855769230769231,95.0,N/A,https://github.com/rolling-scopes-school/7aa5fe96-e683-5a03-85af-8ce4f808d40f-RSSPL2020Q1,45,50,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13824,False,False,0.05677401443642421,0.4807692307692308,81.8,N/A,https://github.com/rolling-scopes-school/4bf1ac02-2c50-52ca-bb32-7b2c751ab6bc-RSSPL2020Q1,57,0,19.8,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13760,False,False,0.04941699056079956,0.47596153846153844,71.2,N/A,https://github.com/rolling-scopes-school/c98f1b97-1e7d-5d46-a4ef-59837da3c97f-RSSPL2020Q1,56,0,10.2,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13778,False,False,0.04761243753470294,0.47115384615384615,68.6,N/A,https://github.com/rolling-scopes-school/fd3d4c50-393f-552e-8000-88b0f127c2f7-RSSPL2020Q1,60,0,3.5999999999999996,0,0.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13641,False,False,0.043309272626318715,0.46634615384615385,62.4,N/A,https://github.com/rolling-scopes-school/570df6c6-bf70-511a-b4f4-a3b42d6e98ff-RSSPL2020Q1,60,0,2.4,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13676,False,False,0.042892837312604105,0.46153846153846156,61.8,N/A,https://github.com/rolling-scopes-school/b5078066-20e5-5edb-a3cb-a896ddcd6847-RSSPL2020Q1,60,0,1.7999999999999998,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13591,False,False,0.04233759022765131,0.4567307692307692,61.0,N/A,https://github.com/rolling-scopes-school/a72c4c22-9504-5271-9d60-5a854c75bf4f-RSSPL2020Q1,56,0,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13708,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/c807ea14-6402-57ac-91a0-b5fcc2b05a37-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13756,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/0ff2d7ea-c204-53d5-b815-ca3fb6cabe6c-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13686,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/beb379ba-7cfc-5d82-8ec1-fa73013cb06f-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13789,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/fb7cc3bf-ff22-5df0-aafc-705afc4c5b7f-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13826,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/8c5f7989-fc2b-5a29-90cb-609547fd7a53-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13658,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/2001667b-c9eb-506f-aa81-981d9e872a2a-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13816,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/d1eb38c3-49f3-53e0-ab94-e20af450059a-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13649,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/87432fa8-da43-56ab-88b2-1fdbf288c8c4-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13633,UNKNOWN,True,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/d00760a7-a942-584a-8488-cd2944478c4e-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13780,False,False,0.041643531371460304,0.40865384615384615,60.0,N/A,https://github.com/rolling-scopes-school/f4d048f1-e0c8-59b6-a9ac-702008b1a11a-RSSPL2020Q1,60,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13659,False,False,0.03886729594669628,0.40384615384615385,56.0,N/A,https://github.com/rolling-scopes-school/5b20ae23-e070-51d4-b142-9745836a2049-RSSPL2020Q1,56,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13664,UNKNOWN,True,0.03747917823431427,0.39903846153846156,54.0,N/A,https://github.com/rolling-scopes-school/2249e15a-9a30-5609-9936-e273eeea264a-RSSPL2020Q1,54,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13796,False,False,0.03678511937812327,0.3942307692307692,53.0,N/A,https://github.com/rolling-scopes-school/86e12014-8ceb-57b4-b844-08c2a00586cf-RSSPL2020Q1,53,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13694,False,False,0.03539700166574126,0.3894230769230769,51.0,N/A,https://github.com/rolling-scopes-school/0d612536-3bf1-5cbb-a826-973a7204aff5-RSSPL2020Q1,51,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13713,UNKNOWN,True,0.03400888395335925,0.3798076923076923,49.0,N/A,N/A,49,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13692,False,False,0.03400888395335925,0.3798076923076923,49.0,N/A,N/A,49,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13712,UNKNOWN,True,0.03192670738478623,0.375,46.0,N/A,N/A,46,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13623,False,False,0.031232648528595225,0.3701923076923077,45.0,N/A,N/A,45,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13639,False,False,0.024986118822876182,0.36538461538461536,36.0,N/A,N/A,36,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13595,UNKNOWN,True,0.02359800111049417,0.3605769230769231,34.0,N/A,N/A,34,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13800,False,False,0.022903942254303165,0.3557692307692308,33.0,N/A,N/A,33,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13593,False,False,0.020127706829539144,0.34615384615384615,29.0,N/A,N/A,29,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13668,False,False,0.020127706829539144,0.34615384615384615,29.0,N/A,N/A,29,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13601,False,False,0.0138811771238201,0.34134615384615385,20.0,N/A,N/A,20,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13790,UNKNOWN,True,0.01110494169905608,0.3317307692307692,16.0,N/A,N/A,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13580,False,False,0.01110494169905608,0.3317307692307692,16.0,N/A,N/A,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13839,False,False,0.00971682398667407,0.3269230769230769,14.0,N/A,N/A,14,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13647,False,False,0.00832870627429206,0.32211538461538464,12.0,N/A,N/A,12,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13711,False,False,0.00694058856191005,0.3173076923076923,10.0,N/A,N/A,10,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13575,False,False,0.003470294280955025,0.3125,5.0,N/A,N/A,5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13603,False,False,0.00277623542476402,0.2980769230769231,4.0,N/A,N/A,4,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13775,False,False,0.00277623542476402,0.2980769230769231,4.0,N/A,N/A,4,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13719,UNKNOWN,True,0.00277623542476402,0.2980769230769231,4.0,N/A,N/A,4,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13739,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13804,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13652,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13644,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13583,UNKNOWN,True,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13703,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13635,UNKNOWN,True,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13632,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13665,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13602,UNKNOWN,True,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13612,False,False,0.00138811771238201,0.24519230769230768,2.0,N/A,N/A,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13797,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13757,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13809,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13811,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13814,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13791,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13762,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13881,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13751,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12693,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13748,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13596,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13551,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13528,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13170,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13161,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13144,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13142,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13041,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13033,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12998,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12974,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12924,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12829,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12730,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12700,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12699,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12696,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12695,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13588,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13597,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13715,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13621,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13695,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13693,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13682,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13681,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13673,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13667,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13666,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13663,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13662,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13656,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,12694,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13651,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13643,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13640,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13637,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13636,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13634,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,14281,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
