courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_238.0,score_239.0,score_260.0,score_263.0,score_264.0,score_265.0,score_266.0,score_267.0,score_268.0,score_269.0,score_271.0,score_272.0,score_273.0,score_274.0,score_275.0,score_276.0,score_N/A
9,4957,False,False,0.3159600287562904,0.5934343434343434,439.5004,499.0,N/A,20,0.0004,33.0,100,30,1.5,0,60,80,100,15.0,0,0,0,0,0,0
9,4993,False,False,0.3133719410496046,0.5909090909090909,435.90036999999995,499.0,N/A,17,0.00037000000000000005,27.0,0,55,3.9,60,65,50,133,0.0,25,0,0,0,0,0
9,5598,False,False,0.31236534148094897,0.5883838383838383,434.50019,511.0,N/A,36,0.00019,40.0,40,30,28.5,70,90,0,20,15.0,65,0,0,0,0,0
9,4968,False,False,0.3108554996405464,0.5858585858585859,432.4,552.0,N/A,25,0.0,41.5,40,70,15.899999999999999,40,62,55,0,18.0,65,0,0,0,0,0
9,5600,False,False,0.3064703666427031,0.5833333333333334,426.30028,500.0,N/A,22,0.00028000000000000003,44.0,80,100,21.3,63,96,0,0,0.0,0,0,0,0,0,0
9,4916,False,False,0.3058952767792955,0.5808080808080808,425.50033,531.0,N/A,21,0.00033000000000000005,45.0,35,100,34.5,0,100,0,90,0.0,0,0,0,0,0,0
9,5663,False,False,0.30316319194823865,0.5782828282828283,421.7,N/A,N/A,24,0.0,31.0,120,100,26.7,50,0,70,0,0.0,0,0,0,0,0,0
9,4947,False,False,0.2921641768511862,0.5757575757575758,406.40036999999995,534.0,N/A,28,0.00037000000000000005,41.5,100,90,33.9,40,0,55,0,18.0,0,0,0,0,0,0
9,5601,False,False,0.291157440690151,0.5732323232323232,405.0,516.0,N/A,26,0.0,34.0,60,100,15.0,100,0,70,0,0.0,0,0,0,0,0,0
9,5602,False,False,0.2907979870596693,0.5707070707070707,404.5,517.0,N/A,35,0.0,50.0,100,100,19.5,100,0,0,0,0.0,0,0,0,0,0,0
9,4914,False,False,0.28554996405463695,0.5681818181818182,397.2,475.0,N/A,27,0.0,38.5,40,10,26.7,90,85,70,0,0.0,10,0,0,0,0,0
9,4879,False,False,0.2810208483105679,0.5656565656565656,390.9,511.0,N/A,26,0.0,44.5,40,100,5.3999999999999995,100,75,0,0,0.0,0,0,0,0,0,0
9,5603,False,False,0.27929547088425594,0.5631313131313131,388.5,508.0,N/A,24,0.0,44.5,85,80,0.0,50,80,10,0,15.0,0,0,0,0,0,0
9,5604,False,False,0.2785765636232926,0.5606060606060606,387.5,502.0,N/A,21,0.0,32.5,40,70,9.0,50,0,65,100,0.0,0,0,0,0,0,0
9,4831,False,False,0.2781452192667146,0.5580808080808081,386.9,507.0,N/A,27,0.0,30.0,100,0,9.9,65,0,70,70,15.0,0,0,0,0,0,0
9,5605,False,False,0.2739036664270309,0.5555555555555556,381.0,473.0,N/A,15,0.0,35.5,90,83,7.5,20,0,30,100,0.0,0,0,0,0,0,0
9,4905,False,False,0.26994967649173257,0.553030303030303,375.5,520.0,N/A,22,0.0,47.5,20,100,3.0,70,0,0,0,0.0,0,113,0,0,0,0
9,4821,False,False,0.2660680014378145,0.5505050505050505,370.10059,489.0,N/A,23,0.00059,45.0,100,0,2.1,0,100,0,100,0.0,0,0,0,0,0,0
9,4978,False,False,0.2570093457943925,0.547979797979798,357.5,524.0,N/A,21,0.0,32.0,80,95,25.5,80,24,0,0,0.0,0,0,0,0,0,0
9,4896,False,False,0.2562904385334292,0.5454545454545454,356.5,539.0,N/A,22,0.0,47.5,40,0,12.0,80,95,60,0,0.0,0,0,0,0,0,0
9,4862,False,False,0.25305535585909417,0.5429292929292929,352.0,483.0,N/A,0,0.0,9.5,40,100,40.5,100,62,0,0,0.0,0,0,0,0,0,0
9,4884,False,False,0.2506114090582315,0.5404040404040404,348.60047000000003,501.0,N/A,20,0.00047000000000000004,32.0,99,77,30.599999999999998,0,0,90,0,0.0,0,0,0,0,0,0
9,5606,False,False,0.2404744787922358,0.5378787878787878,334.5,502.0,N/A,27,0.0,17.5,100,100,30.0,60,0,0,0,0.0,0,0,0,0,0,0
9,5608,False,False,0.24033104241552838,0.5353535353535354,334.30048,479.0,N/A,18,0.00048000000000000007,26.5,100,60,4.8,60,0,0,0,0.0,65,0,0,0,0,0
9,5607,False,False,0.24033069734004314,0.5328282828282829,334.3,494.0,N/A,13,0.0,31.5,40,0,4.8,30,55,60,100,0.0,0,0,0,0,0,0
9,4817,False,False,0.23889311286843998,0.5303030303030303,332.30032,473.0,N/A,23,0.00032,0.0,40,28,15.299999999999999,51,0,70,75,15.0,15,0,0,0,0,0
9,5041,False,False,0.23580199856218548,0.5277777777777778,328.00058,496.0,N/A,23,0.00058,45.0,40,100,30.0,90,0,0,0,0.0,0,0,0,0,0,0
9,5610,False,False,0.23357296908698777,0.5252525252525253,324.9,N/A,N/A,21,0.0,42.5,100,90,11.4,0,0,60,0,0.0,0,0,0,0,0,0
9,4853,False,False,0.22753435657800145,0.5227272727272727,316.50029,530.0,N/A,22,0.00029,42.5,30,100,12.0,30,0,0,80,0.0,0,0,0,0,0,0
9,4943,False,False,0.2265995686556434,0.5202020202020202,315.2,558.0,N/A,28,0.0,47.5,100,30,11.7,50,0,20,0,18.0,10,0,0,0,0,0
9,5611,False,False,0.2248024586628325,0.5176767676767676,312.70022,500.0,N/A,11,0.00022,41.0,0,93,2.6999999999999997,65,0,5,95,0.0,0,0,0,0,0,0
9,4825,False,False,0.2222861250898634,0.5151515151515151,309.2,497.0,N/A,23,0.0,46.0,100,100,40.199999999999996,0,0,0,0,0.0,0,0,0,0,0,0
9,5006,False,False,0.2217830553558591,0.5126262626262627,308.50023,558.0,N/A,18,0.00023,50.0,40,40,10.5,0,100,50,0,0.0,0,0,0,0,0,0
9,5612,False,False,0.22106398274622574,0.51010101010101,307.5,535.0,N/A,31,0.0,45.0,100,100,31.5,0,0,0,0,0.0,0,0,0,0,0,0
9,4868,False,False,0.21933860531991375,0.5050505050505051,305.1,523.0,N/A,0,0.0,42.5,0,25,12.6,45,80,30,70,0.0,0,0,0,0,0,0
9,4824,False,False,0.21933860531991375,0.5050505050505051,305.1,496.0,N/A,28,0.0,44.0,110,100,23.099999999999998,0,0,0,0,0.0,0,0,0,0,0,0
9,4998,False,False,0.21862000000000004,0.5025252525252525,304.10042000000004,539.0,N/A,35,0.00042,0.0,100,85,14.1,0,0,70,0,0.0,0,0,0,0,0,0
9,5613,False,False,0.21790079079798708,0.5,303.1,485.0,N/A,5,0.0,29.0,40,60,29.099999999999998,70,0,70,0,0.0,0,0,0,0,0,0
9,4857,False,False,0.21725420560747663,0.49747474747474746,302.2006,N/A,N/A,23,0.0006000000000000001,38.0,0,70,4.2,67,0,100,0,0.0,0,0,0,0,0,0
9,5615,False,False,0.21099928109273905,0.494949494949495,293.5,475.0,N/A,30,0.0,43.0,0,0,25.5,95,0,100,0,0.0,0,0,0,0,0,0
9,4897,False,False,0.20941806613946803,0.49242424242424243,291.30053000000004,543.0,N/A,22,0.0005300000000000001,20.0,50,100,19.8,0,0,60,0,19.5,0,0,0,0,0,0
9,5616,False,False,0.20337886412652767,0.4898989898989899,282.9,509.0,N/A,19,0.0,46.5,100,100,17.4,0,0,0,0,0.0,0,0,0,0,0,0
9,5617,False,False,0.202372393961179,0.48737373737373735,281.5,517.0,N/A,0,0.0,50.0,100,100,31.5,0,0,0,0,0.0,0,0,0,0,0,0
9,5618,False,False,0.19086987778576564,0.48484848484848486,265.5,483.0,N/A,20,0.0,31.0,105,90,19.5,0,0,0,0,0.0,0,0,0,0,0,0
9,4980,False,False,0.18540618260244426,0.4823232323232323,257.9,514.0,N/A,23,0.0,47.0,20,0,23.4,40,85,0,0,19.5,0,0,0,0,0,0
9,4908,False,False,0.1805176132278936,0.4797979797979798,251.1,526.0,N/A,25,0.0,22.0,58,0,2.1,0,74,70,0,0.0,0,0,0,0,0,0
9,5619,False,False,0.17728253055355858,0.4772727272727273,246.6,N/A,N/A,19,0.0,43.0,40,10,24.599999999999998,40,0,70,0,0.0,0,0,0,0,0,0
9,5620,False,False,0.17649173256649892,0.47474747474747475,245.5,540.0,N/A,16,0.0,44.5,35,65,0.0,0,0,85,0,0.0,0,0,0,0,0,0
9,4906,False,False,0.17404744787922358,0.4722222222222222,242.1,542.0,N/A,15,0.0,31.0,100,40,11.1,15,30,0,0,0.0,0,0,0,0,0,0
9,4837,False,False,0.17181883537023723,0.4696969696969697,239.0,514.0,N/A,31,0.0,32.5,35,0,40.5,40,60,0,0,0.0,0,0,0,0,0,0
9,5004,False,False,0.17138749101365924,0.4671717171717172,238.4,504.0,N/A,25,0.0,22.5,70,0,15.899999999999999,75,0,30,0,0.0,0,0,0,0,0,0
9,5622,False,False,0.16455787203450756,0.46464646464646464,228.9,478.0,N/A,83,0.0,40.5,100,0,5.3999999999999995,0,0,0,0,0.0,0,0,0,0,0,0
9,4923,False,False,0.16046010064701652,0.4621212121212121,223.2,494.0,N/A,29,0.0,42.5,40,100,11.7,0,0,0,0,0.0,0,0,0,0,0,0
9,5623,False,False,0.15298346513299785,0.4595959595959596,212.8,475.0,N/A,15,0.0,37.5,120,10,30.299999999999997,0,0,0,0,0.0,0,0,0,0,0,0
9,5624,False,False,0.15248023005032352,0.45707070707070707,212.1,504.0,N/A,22,0.0,0.0,100,70,20.099999999999998,0,0,0,0,0.0,0,0,0,0,0,0
9,5625,False,False,0.14737598849748382,0.45454545454545453,205.0,511.0,N/A,21,0.0,48.0,80,50,6.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4981,False,False,0.14529115744069016,0.45202020202020204,202.1,497.0,N/A,13,0.0,42.5,40,100,6.6,0,0,0,0,0.0,0,0,0,0,0,0
9,4990,False,False,0.1451473759884975,0.4494949494949495,201.9,473.0,N/A,14,0.0,21.0,90,0,15.899999999999999,21,0,40,0,0.0,0,0,0,0,0,0
9,5626,False,False,0.1441409058231488,0.44696969696969696,200.5,521.0,N/A,28,0.0,42.5,100,0,30.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4956,False,False,0.14227174694464415,0.4444444444444444,197.9,488.0,N/A,9,0.0,30.0,20,70,3.9,35,0,30,0,0.0,0,0,0,0,0,0
9,4946,False,False,0.1383178936017254,0.44191919191919193,192.40019,496.0,N/A,12,0.00019,42.0,40,20,23.4,50,0,0,0,0.0,5,0,0,0,0,0
9,4875,False,False,0.13479511143062545,0.4393939393939394,187.5,475.0,N/A,21,0.0,35.0,10,90,31.5,0,0,0,0,0.0,0,0,0,0,0,0
9,5627,False,False,0.13407620416966212,0.43686868686868685,186.5,490.0,N/A,22,0.0,20.5,40,95,9.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4919,False,False,0.1322790941768512,0.43434343434343436,184.00022,510.0,N/A,24,0.00022,40.0,90,0,0.0,0,0,30,0,0.0,0,0,0,0,0,0
9,4885,False,False,0.1295470884255931,0.4318181818181818,180.2,479.0,N/A,25,0.0,26.0,60,0,34.199999999999996,0,0,35,0,0.0,0,0,0,0,0,0
9,5628,False,False,0.12746225736879943,0.4292929292929293,177.3,502.0,N/A,0,0.0,50.0,100,0,27.3,0,0,0,0,0.0,0,0,0,0,0,0
9,5629,False,False,0.12343637670740473,0.42676767676767674,171.7,501.0,N/A,18,0.0,33.5,0,67,13.2,40,0,0,0,0.0,0,0,0,0,0,0
9,4950,False,False,0.12221423436376708,0.42424242424242425,170.0,521.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,60,0,110,0,0
9,4904,False,False,0.1218547807332854,0.4217171717171717,169.5,498.0,N/A,18,0.0,38.5,17,90,6.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4938,False,False,0.12156721782890006,0.41919191919191917,169.1,533.0,N/A,17,0.0,33.0,40,65,14.1,0,0,0,0,0.0,0,0,0,0,0,0
9,5630,False,False,0.1137311286843997,0.4166666666666667,158.2,502.0,N/A,18,0.0,22.5,0,100,17.7,0,0,0,0,0.0,0,0,0,0,0,0
9,4983,False,False,0.11150251617541337,0.41414141414141414,155.1,520.0,N/A,21,0.0,23.5,35,25,15.6,35,0,0,0,0.0,0,0,0,0,0,0
9,4949,False,False,0.10618281811646298,0.4116161616161616,147.7003,531.0,N/A,13,0.00030000000000000003,25.5,40,28,1.2,0,0,40,0,0.0,0,0,0,0,0,0
9,4975,False,False,0.10460100647016535,0.4090909090909091,145.5,558.0,N/A,23,0.0,0.0,40,40,22.5,0,0,20,0,0.0,0,0,0,0,0,0
9,5633,False,False,0.10273184759166068,0.4065656565656566,142.9,557.0,N/A,25,0.0,15.0,0,90,12.9,0,0,0,0,0.0,0,0,0,0,0,0
9,5634,False,False,0.10035945363048167,0.40404040404040403,139.6,518.0,N/A,12,0.0,45.5,40,40,2.1,0,0,0,0,0.0,0,0,0,0,0,0
9,4962,False,False,0.09813084112149532,0.4015151515151515,136.5,520.0,N/A,14,0.0,33.5,20,25,9.0,35,0,0,0,0.0,0,0,0,0,0,0
9,5009,False,False,0.09439252336448599,0.398989898989899,131.3,554.0,N/A,0,0.0,42.5,0,75,13.799999999999999,0,0,0,0,0.0,0,0,0,0,0,0
9,5562,False,False,0.09180445722501797,0.39646464646464646,127.7,530.0,N/A,30,0.0,48.0,20,0,29.7,0,0,0,0,0.0,0,0,0,0,0,0
9,5635,False,False,0.08813803019410496,0.3939393939393939,122.6,557.0,N/A,21,0.0,20.0,40,35,6.6,0,0,0,0,0.0,0,0,0,0,0,0
9,5636,False,False,0.08483105679367361,0.39141414141414144,118.0,N/A,N/A,18,0.0,0.0,0,100,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4933,False,False,0.08037383177570093,0.3888888888888889,111.8,N/A,N/A,12,0.0,40.0,40,0,19.8,0,0,0,0,0.0,0,0,0,0,0,0
9,5637,False,False,0.07979870596693027,0.38636363636363635,111.0,492.0,N/A,16,0.0,0.0,95,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5639,False,False,0.07253774263120058,0.3838383838383838,100.9,516.0,N/A,15,0.0,25.0,0,30,0.8999999999999999,0,20,10,0,0.0,0,0,0,0,0,0
9,5640,False,False,0.07189072609633357,0.3813131313131313,100.0,508.0,N/A,0,0.0,0.0,100,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5642,False,False,0.07117181883537024,0.3787878787878788,99.0,536.0,N/A,20,0.0,37.5,40,0,1.5,0,0,0,0,0.0,0,0,0,0,0,0
9,5641,False,False,0.07081236520488857,0.37626262626262624,98.5,521.0,N/A,20,0.0,43.5,0,35,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4894,False,False,0.06671459381739756,0.37373737373737376,92.8,528.0,N/A,0,0.0,11.0,80,0,1.7999999999999998,0,0,0,0,0.0,0,0,0,0,0,0
9,5643,False,False,0.06534867002156722,0.3712121212121212,90.9,492.0,N/A,17,0.0,35.0,35,0,3.9,0,0,0,0,0.0,0,0,0,0,0,0
9,5644,False,False,0.06412652767792955,0.3686868686868687,89.2,515.0,N/A,26,0.0,0.0,50,0,13.2,0,0,0,0,0.0,0,0,0,0,0,0
9,5645,False,False,0.06074766355140187,0.3661616161616162,84.5,N/A,N/A,24,0.0,33.5,0,0,27.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5646,False,False,0.058734723220704534,0.36363636363636365,81.7,507.0,N/A,0,0.0,30.0,40,0,11.7,0,0,0,0,0.0,0,0,0,0,0,0
9,4815,False,False,0.057943925233644854,0.3611111111111111,80.6,478.0,N/A,0,0.0,30.5,45,0,5.1,0,0,0,0,0.0,0,0,0,0,0,0
9,5647,False,False,0.05736879942487419,0.35858585858585856,79.8,543.0,N/A,0,0.0,31.0,35,0,13.799999999999999,0,0,0,0,0.0,0,0,0,0,0,0
9,5033,False,False,0.05557153127246585,0.3560606060606061,77.3,513.0,N/A,37,0.0,35.5,0,0,4.8,0,0,0,0,0.0,0,0,0,0,0,0
9,4927,False,False,0.05549964054636952,0.35353535353535354,77.2,493.0,N/A,16,0.0,20.0,40,0,1.2,0,0,0,0,0.0,0,0,0,0,0,0
9,5043,False,False,0.055355859094176854,0.351010101010101,77.0,502.0,N/A,0,0.0,25.0,25,0,27.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5648,False,False,0.05413371675053918,0.3484848484848485,75.3,543.0,N/A,19,0.0,29.5,25,0,1.7999999999999998,0,0,0,0,0.0,0,0,0,0,0,0
9,4941,False,False,0.05327102803738317,0.34595959595959597,74.1,535.0,N/A,27,0.0,5.0,40,0,2.1,0,0,0,0,0.0,0,0,0,0,0,0
9,5649,False,False,0.05219266714593817,0.3434343434343434,72.6,511.0,N/A,24,0.0,48.0,0,0,0.6,0,0,0,0,0.0,0,0,0,0,0,0
9,4835,False,False,0.05097052480230051,0.3409090909090909,70.9,510.0,N/A,0,0.0,35.0,35,0,0.8999999999999999,0,0,0,0,0.0,0,0,0,0,0,0
9,4899,False,False,0.0505391804457225,0.3383838383838384,70.3,544.0,N/A,26,0.0,35.0,0,0,9.299999999999999,0,0,0,0,0.0,0,0,0,0,0,0
9,5650,False,False,0.0503235082674335,0.33585858585858586,70.0,507.0,N/A,0,0.0,0.0,40,0,30.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5023,False,False,0.0501078360891445,0.3333333333333333,69.7,504.0,N/A,19,0.0,15.5,25,0,10.2,0,0,0,0,0.0,0,0,0,0,0,0
9,5651,False,False,0.047663551401869154,0.33080808080808083,66.3,504.0,N/A,31,0.0,26.0,0,0,9.299999999999999,0,0,0,0,0.0,0,0,0,0,0,0
9,5652,False,False,0.04744787922358016,0.3282828282828283,66.0,500.0,N/A,26,0.0,40.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5653,False,False,0.044140905823148814,0.32575757575757575,61.4,506.0,N/A,0,0.0,50.0,0,0,11.4,0,0,0,0,0.0,0,0,0,0,0,0
9,5654,False,False,0.03853356578001438,0.32323232323232326,53.600190000000005,475.0,N/A,15,0.00019,15.0,0,20,3.5999999999999996,0,0,0,0,0.0,0,0,0,0,0,0
9,5655,False,False,0.03803019410496046,0.3207070707070707,52.9,537.0,N/A,0,0.0,40.0,0,0,12.9,0,0,0,0,0.0,0,0,0,0,0,0
9,5656,False,False,0.03644859813084112,0.3181818181818182,50.699999999999996,515.0,N/A,12,0.0,0.0,0,0,38.699999999999996,0,0,0,0,0.0,0,0,0,0,0,0
9,5659,False,False,0.035945363048166784,0.31565656565656564,50.0,510.0,N/A,0,0.0,50.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5037,False,False,0.03551401869158878,0.31313131313131315,49.4,506.0,N/A,0,0.0,42.5,0,0,6.8999999999999995,0,0,0,0,0.0,0,0,0,0,0,0
9,4855,False,False,0.03235082674335011,0.3106060606060606,45.0,532.0,N/A,0,0.0,45.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4930,False,False,0.03163191948238677,0.30808080808080807,44.0,506.0,N/A,0,0.0,42.5,0,0,1.5,0,0,0,0,0.0,0,0,0,0,0,0
9,5658,False,False,0.031056793673616107,0.3055555555555556,43.2,547.0,N/A,5,0.0,37.0,0,0,1.2,0,0,0,0,0.0,0,0,0,0,0,0
9,5660,False,False,0.03055355859094177,0.30303030303030304,42.5,506.0,N/A,0,0.0,42.5,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5664,False,False,0.028828181164629763,0.3005050505050505,40.1,N/A,N/A,18,0.0,20.0,0,0,2.1,0,0,0,0,0.0,0,0,0,0,0,0
9,5665,False,False,0.02875629043853343,0.29797979797979796,40.0,524.0,N/A,0,0.0,40.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5666,False,False,0.026455787203450754,0.29545454545454547,36.8,502.0,N/A,0,0.0,35.0,0,0,1.7999999999999998,0,0,0,0,0.0,0,0,0,0,0,0
9,5667,False,False,0.025880661394680086,0.29292929292929293,36.0,531.0,N/A,17,0.0,16.0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4827,False,False,0.025521207764198417,0.2904040404040404,35.5,499.0,N/A,31,0.0,0.0,0,0,4.5,0,0,0,0,0.0,0,0,0,0,0,0
9,4999,False,False,0.02501797268152408,0.2878787878787879,34.8,540.0,N/A,0,0.0,34.5,0,0,0.3,0,0,0,0,0.0,0,0,0,0,0,0
9,4971,False,False,0.02336448598130841,0.28535353535353536,32.5,523.0,N/A,15,0.0,17.5,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4912,False,False,0.023076923076923078,0.2828282828282828,32.1,515.0,N/A,0,0.0,0.0,30,0,2.1,0,0,0,0,0.0,0,0,0,0,0,0
9,5668,False,False,0.02228612508986341,0.2803030303030303,31.0,499.0,N/A,6,0.0,25.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5669,False,False,0.02070452911574407,0.2777777777777778,28.8,N/A,N/A,24,0.0,0.0,0,0,4.8,0,0,0,0,0.0,0,0,0,0,0,0
9,4910,False,False,0.020560747663551402,0.27525252525252525,28.6,554.0,N/A,0,0.0,28.0,0,0,0.6,0,0,0,0,0.0,0,0,0,0,0,0
9,4867,False,False,0.018835370237239395,0.2727272727272727,26.2,539.0,N/A,0,0.0,25.0,0,0,1.2,0,0,0,0,0.0,0,0,0,0,0,0
9,5670,False,False,0.01811646297627606,0.2702020202020202,25.2,553.0,N/A,14,0.0,10.0,0,0,1.2,0,0,0,0,0.0,0,0,0,0,0,0
9,4918,False,False,0.017253774263120056,0.2676767676767677,24.0,556.0,N/A,0,0.0,0.0,0,0,24.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5671,False,False,0.01653486700215672,0.26515151515151514,23.0,528.0,N/A,0,0.0,21.5,0,0,1.5,0,0,0,0,0.0,0,0,0,0,0,0
9,5672,False,False,0.01624730409777139,0.26262626262626265,22.6,542.0,N/A,0,0.0,19.0,0,0,3.5999999999999996,0,0,0,0,0.0,0,0,0,0,0,0
9,5673,False,False,0.015815959741193385,0.2601010101010101,22.0,475.0,N/A,9,0.0,0.0,0,10,3.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5674,False,False,0.01229331416247304,0.25757575757575757,17.099999999999998,475.0,N/A,0,0.0,0.0,0,0,17.099999999999998,0,0,0,0,0.0,0,0,0,0,0,0
9,5675,False,False,0.004960460100647016,0.255050505050505,6.8999999999999995,511.0,N/A,0,0.0,0.0,0,0,6.8999999999999995,0,0,0,0,0.0,0,0,0,0,0,0
9,5019,False,False,0.0038820992092020125,0.25252525252525254,5.3999999999999995,518.0,N/A,0,0.0,0.0,0,0,5.3999999999999995,0,0,0,0,0.0,0,0,0,0,0,0
9,5677,False,False,0.002372393961179008,0.25,3.3,545.0,N/A,0,0.0,0.0,0,0,3.3,0,0,0,0,0.0,0,0,0,0,0,0
9,5678,False,False,0.0010783608914450035,0.24242424242424243,1.5,N/A,N/A,0,0.0,0.0,0,0,1.5,0,0,0,0,0.0,0,0,0,0,0,0
9,5679,False,False,0.0010783608914450035,0.24242424242424243,1.5,525.0,N/A,0,0.0,0.0,0,0,1.5,0,0,0,0,0.0,0,0,0,0,0,0
9,4900,False,False,0.0010783608914450035,0.24242424242424243,1.5,526.0,N/A,0,0.0,0.0,0,0,1.5,0,0,0,0,0.0,0,0,0,0,0,0
9,4987,False,False,0.0008626887131560028,0.2398989898989899,1.2,504.0,N/A,0,0.0,0.0,0,0,1.2,0,0,0,0,0.0,0,0,0,0,0,0
9,5583,UNKNOWN,True,0.0,0.0,0.0,536.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4921,UNKNOWN,True,0.0,0.0,0.0,543.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4929,UNKNOWN,True,0.0,0.0,0.0,490.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5013,UNKNOWN,True,0.0,0.0,0.0,484.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4928,False,False,0.0,0.0,0.0,513.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4925,False,False,0.0,0.0,0.0,478.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5017,False,False,0.0,0.0,0.0,546.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5020,False,False,0.0,0.0,0.0,N/A,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5021,UNKNOWN,True,0.0,0.0,0.0,557.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5022,False,False,0.0,0.0,0.0,524.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5024,False,False,0.0,0.0,0.0,473.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4920,False,False,0.0,0.0,0.0,505.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5005,UNKNOWN,True,0.0,0.0,0.0,472.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5028,False,False,0.0,0.0,0.0,546.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4917,UNKNOWN,True,0.0,0.0,0.0,491.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5031,False,False,0.0,0.0,0.0,515.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4915,UNKNOWN,True,0.0,0.0,0.0,528.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5638,UNKNOWN,True,0.0,0.0,0.0,555.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5035,False,False,0.0,0.0,0.0,532.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5036,False,False,0.0,0.0,0.0,555.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5040,UNKNOWN,True,0.0,0.0,0.0,533.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4911,UNKNOWN,True,0.0,0.0,0.0,504.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5010,False,False,0.0,0.0,0.0,492.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4934,UNKNOWN,True,0.0,0.0,0.0,496.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5632,UNKNOWN,True,0.0,0.0,0.0,491.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4977,UNKNOWN,True,0.0,0.0,0.0,520.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4955,UNKNOWN,True,0.0,0.0,0.0,476.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4965,False,False,0.0,0.0,0.0,510.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5676,UNKNOWN,True,0.0,0.0,0.0,494.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
